Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,Skin_Type_Encoded
-0.22773569915216932,1.03149575284249,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-1.0606258152922954,-1.8073656522136425,Dry,1
-0.22773569915216932,-0.9694659403534167,-1.5888015482717248,0.003087846699973337,-1.229749569423656,-1.1743563630884952,-0.023397429384034787,Combination,0
-0.39512687824233445,-0.9694659403534167,-1.5888015482717248,1.2382265266893346,-0.013380064553570815,0.27254893942982744,-0.1949328354253432,Normal,2
1.027698144024069,1.03149575284249,1.1912536543034717,-1.2320508332893878,-0.013380064553570815,0.5442385813874163,0.3539804639068436,Oily,3
-0.22773569915216932,1.03149575284249,-1.5888015482717248,1.2382265266893346,1.2029894403165144,0.9928424088057615,0.5769764917605447,Normal,2
0.27443783811832595,-0.9694659403534167,-1.5888015482717248,1.2382265266893346,-0.013380064553570815,-0.523564895143573,-0.8639209189864461,Normal,2
-0.9809960050579123,-0.9694659403534167,-0.19877394698412656,-1.2320508332893878,1.2029894403165144,0.575830400219694,0.16529151726140473,Oily,3
1.2787849126593165,-0.9694659403534167,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-0.9342585399631842,-0.675231972341007,Dry,1
-0.06034452006200423,1.03149575284249,1.1912536543034717,-1.2320508332893878,-1.229749569423656,0.9233404073747498,-0.74384613475753,Combination,0
0.7766113753888213,1.03149575284249,1.1912536543034717,1.2382265266893346,-0.013380064553570815,-0.3782425285150948,-0.8124602971740534,Normal,2
-0.9809960050579123,1.03149575284249,-0.19877394698412656,1.2382265266893346,-0.013380064553570815,0.8664751334766498,1.657649549820788,Combination,0
-0.9809960050579123,-0.9694659403534167,1.1912536543034717,1.2382265266893346,1.2029894403165144,0.01981438877160514,-0.7609996753616611,Normal,2
1.6135672708396467,-0.9694659403534167,1.1912536543034717,1.2382265266893346,-0.013380064553570815,-0.1697365242220616,0.14813797665727363,Normal,2
-1.4831695423284075,1.03149575284249,1.1912536543034717,-1.2320508332893878,1.2029894403165144,0.8601567697101942,0.5769764917605447,Oily,3
0.6092201962986562,1.03149575284249,1.1912536543034717,-1.2320508332893878,-1.229749569423656,0.03876948007097163,-0.05770451059229635,Combination,0
0.5255246067535736,-0.9694659403534167,-1.5888015482717248,1.2382265266893346,-1.229749569423656,-0.2897854357847171,0.302519842094451,Combination,0
0.023351069483078322,1.03149575284249,1.1912536543034717,-1.2320508332893878,-0.013380064553570815,0.05772457137033858,0.40544108571923626,Oily,3
0.6092201962986562,-0.9694659403534167,-0.19877394698412656,-1.2320508332893878,-1.229749569423656,0.9549322262070276,-1.3270665152979788,Combination,0
0.3581334276634085,1.03149575284249,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-0.264511980718895,-0.6923855129451374,Dry,1
0.3581334276634085,-0.9694659403534167,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-0.8521198109992617,-0.5036965662996985,Dry,1
1.362480502204399,-0.9694659403534167,1.1912536543034717,-1.2320508332893878,-0.013380064553570815,1.4856747825892949,0.9886614662596847,Oily,3
0.19074224857324343,-0.9694659403534167,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-1.5534581890758288,-1.1898381904649322,Dry,1
-0.47882246778741694,-0.9694659403534167,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-0.8773932660650843,-0.2120863760294743,Dry,1
0.19074224857324343,1.03149575284249,1.1912536543034717,1.2382265266893346,-0.013380064553570815,-0.7889361733347061,-0.24639345723773587,Normal,2
1.362480502204399,-0.9694659403534167,-0.19877394698412656,0.003087846699973337,-1.229749569423656,-0.34033234591636186,-1.5329090025475491,Dry,1
1.1113937335691515,-0.9694659403534167,1.1912536543034717,1.2382265266893346,-0.013380064553570815,-1.6229601905068398,1.2631181159257785,Combination,0
-0.9809960050579123,-0.9694659403534167,-1.5888015482717248,1.2382265266893346,-0.013380064553570815,0.891748588542472,0.4912087887398905,Normal,2
0.10704665902816086,-0.9694659403534167,1.1912536543034717,-1.2320508332893878,-0.013380064553570815,1.3403524159608171,1.0058150068638159,Oily,3
-0.06034452006200423,1.03149575284249,-0.19877394698412656,-1.2320508332893878,-0.013380064553570815,1.6625889680500503,-0.09201159180055792,Oily,3
